"lat","long","date","waterbody","reach_length(m)","avg_reach_width(m)","method","EBT<140mm","potentially_stocked_EBT","BT<140mm","potentially_stocked_BT","RT<140mm","potentially_s
tocked_RT","Location_Description","Habitat_Comment"
42.34769,-72.89733,"9/17/2008","Little River (2)",100,6.5,"Backpack Shocking",1,0,0,0,0,0,"Hiram Fox WMA, Rt 112 (Huntington Rd) xing","2 backpacks used"
42.32969,-72.87598,"9/17/2008","Little River (2)",85,4.099999905,"Backpack Shocking",0,1,0,0,0,0,"turn out off Rt 112, N of Knightville Dam","2 backpacks used"
42.18862,-72.90425,"9/17/2008","Freeland Brook",100,2.700000048,"Backpack Shocking",43,3,0,0,0,0,"upper campground br, Old Schoolhouse Rd xing",""
42.18261,-72.8783,"9/17/2008","Stage Brook",100,2.599999905,"Backpack Shocking",18,1,0,0,0,0,"Lower section 3rd bridge, Blandford Stage Rd",""
42.64274,-72.94924,"9/12/2008","Cold River",100,3.400000095,"Backpack Shocking",0,0,1,0,0,1,"Mohawk Trail State Forest, @ picnic area on Rt 2","high water- missed lots of salmon. 2 backpacks used. LNS found"
42.6731,-71.14948,"9/25/2008","Shawsheen River",NA,NA,"Barge Shocking",0,0,2,1,0,0,"Below Balmoral Dam","2 LF sheets"
42.44666,-71.81786,"9/23/2008","Stillwater River",100,3.700000048,"Backpack Shocking",4,4,0,4,0,0,"Rt 140 bridge xing @ powerlines","H20 low & clear. 2 backpacks used"
42.4519,-71.81994,"9/23/2008","Stillwater River",100,2.799999952,"Backpack Shocking",0,8,1,1,0,0,"Broken bridge, N. Oakdale Cutoff, off Rt 140","2 backpacks used"
42.36487,-71.77566,"9/23/2008","Gates Brook",NA,NA,"Backpack Shocking",17,0,0,2,0,0,"US of Rd xing, up from Gates Cove, behind cemetary",""
42.41207,-71.79229,"9/22/2008","Stillwater River",100,3.799999952,"Backpack Shocking",2,0,0,1,0,0,"Muddy Pond Rd bridge, US","Beaver dam below bridge. H2O impounded to old br. H2O a little high. Cloudy. 2 backpacks used"
42.36524,-71.48529,"8/4/2008","UNT to Hop Brook (2, 1; Trout Brook)",100,2.5,"Backpack Shocking",0,6,0,0,0,0,"Sudbury St downstream",""
42.58985,-70.76398,"7/11/2008","Sawmill Brook",91.40000153,7.300000191,"Backpack Shocking",5,0,0,0,0,0,"Mill St downstream 300' upstream 125', S of Rt 128xing","All EBTs collected were from the downstream section from Mill St. CFR"
42.45109,-71.30444,"7/21/2008","Elm Brook",100,7.300000191,"Backpack Shocking",11,6,0,0,0,0,"Rt 2A xing upstream (Minuteman Natl Park)","CFR"
42.59063,-70.75751,"7/22/2008","Cat Brook",91.40000153,7,"Backpack Shocking",9,0,0,0,0,0,"Mill St xing upstream","CFR"
42.36226,-71.56904,"7/30/2008","Flagg Brook",91.40000153,6.400000095,"Backpack Shocking",61,2,0,0,0,0,"Fitchburg St/Pleasant St xing downstream, between Fitchburg St & Sheep Fall Br confluence","Shallow. The two biggest EBTs came at the confluence of Flagg & Sheep Fall Bks. CFR"
42.20305,-71.1351,"8/19/2008","Ponkapog Brook",91.40000153,5.5,"Backpack Shocking",7,4,0,1,0,0,"Elm St xing downstream, SE of Green Lodge St","Stocking site. Stocked on 4.15.08 with 400 6-9"" BT."
42.11292,-71.20002,"8/25/2008","UNT to Beaver Brook",91.40000153,9.100000381,"Backpack Shocking",39,1,0,0,0,0,"End of Sandy Ridge Circle, thru woods to stream via foot trail","Done @ request of local resident (Paul Lauenstein) to classify Beaver Brook as a CFR.
EBT found! Mucky bottom. Sandy & muddy substrate w/ cobble & gravel. Flow moderate. Some aq. Vegetation present. Further DS a little swampy. CFR"
42.10763,-71.38942,"8/26/2008","Shepards Brook",106.6999969,7.300000191,"Backpack Shocking",3,13,0,0,0,0,"Brook St xing downstream","Unsure if this is Shepards Bk or a trib to it. (confirmed to be Shepards Bk). CFR"
42.49143,-72.96959,"7/22/2008","Westfield River",91.40000153,10.39999962,"Backpack Shocking",0,1,0,0,0,3,"between Rest area off Rt 9 & Old Route 9","3 bars sampled (seperated by 2 islands). To confirm LC presence in sections. Separate L's & LF sheets for ea bar sampled. LC found, along w/ AS lg RT (stocked?). Couple blowdown trees (2). Seconds for ea run on LF sheets, seconds not recorded for Sections 1 & 2. Sect 1: W 13.8,14.8,6.2=11.6m, L=52.9m. Sect 2: W 7.2,5.1,4.1=5.47, L = 99.25. Sect 3: W 8.2,8.2,9.2=8.53m, L = 99.25m. Sect 4: W 7.3,5.3,7.7=6.8m, L = 96.75. Additional notes attached to data sheets."
42.36798,-71.27077,"10/22/2007","Stony Brook (1)",NA,NA,"Backpack Shocking",1,0,0,0,0,0,"@ end of Sibley St, behind business @ end of street, off rt 20. W of Rt 128/I-95","2 backpacks used. Shocked w/ DEP, shocked US of Stony Brook Reservoir. Boulder substrate, good fast flow, good riparian cover. Sample reach included 2 bridge overpasses. Goes beneath commuter rail & Rt 128. decent riffle sections throughout the reach, creating good habitat for fish, if there were any. Slightly slippery footing. Runs behinds irrigation company. Only caught 3 fish."
42.3261,-71.69637,"9/4/2008","Rawson Hill Brook",160,100,"Backpack Shocking",3,4,0,0,0,0,"US of Reservoir Rd","Stream pretty nice, mostly rock/cobble w/ some finer sediment. Plunge pools. A few larger EBT. Riparian area & canopy cover nice. Well on DS side of road immed adj to stream. CFR"
42.3795,-72.47309,"10/9/2008","Amethyst Brook (1)",91.40000153,NA,"Backpack Shocking",4,5,1,3,0,0,"DS of dam behind HRD Press on Pelham Rd","AS parr found (year 0+) & SC, AE found. EBT males & females are spawning (have eggs & milt). Sand deposits throughout stream, washed DS from prev town beach that was above dam. Some deep pools present, some scours in bedrock. Boulders & gravel substrate otherwise. Old mill is now HRD Press. Dam is open, ahs been for a while. Dam is 1st one going US on Amethyst Br. Amethyst flows into Fort R, which has no dams."
42.37815,-72.44822,"9/18/2008","Harris Brook",100,0,"Backpack Shocking",8,4,0,0,0,0,"US of Meetinghouse Rd xing","Forgot rattail, so used 2 wands instead. 2 AE caught. Missed a few 140+ EBT. Good flow, clear H2O, plunge pools & riffles present. Frogs, salamanders & stonefly present. Several downed trees over brook w/ some sm woody debris present. Boulder, cobble, gravel substrate. Looks like good EBT habitat, but only a few caught. In between 2 dams on pond, pop.s may be isolated. Trout good shape, deep pools present."
42.38038,-72.44943,"9/18/2008","Dunlop Brook",80,3,"Backpack Shocking",2,0,0,0,0,0,"US of Meetinghouse Rd","Beautiful habitat, lot of exposed bedrock substrate creating some glides. Also some ""shale"" ledges @ stream edges. Habitat appears to be capable of supporting more fish, especially cold water, but did not find them. Used 1 BP, 2 probes, no rat. Shocked no frogs & few inverts. pH lower than Harris Br nearby."
42.38052,-72.45389,"9/18/2008","Harris Brook",92,4,"Backpack Shocking",4,3,0,0,0,0,"DS of out-take reservoir dam, W of Meetinghouse Rd","Finished smaple ~50m DS of dam. Fast flowing stretch w/ couple of large deep pools. Hard to see fish in riffles b/c of fast flow & dark substrate. Stream/riparian habitat very nice. Flow over dam keeping flows in stream excellent (no flow over dam @ spring site visit & poor flow DS)"
42.65213,-73.05373,"6/18/2008","NORTH POND",NA,NA,"Boat Shocking",0,0,0,1,0,0,"Savoy Mountain State Forest- Central Shaft Rd","Overcast day with dark water, overall fish are small. Great structure along the northern shore. Evidence of some redd activity, but no fish guarding them. Observed numerous fish rising in the center of the pond."
42.65491,-72.09265,"9/5/2008","Millers River",91.40000153,15.80000019,"Barge Shocking",0,0,0,1,0,0,"Along Royalston Rd (Pines). South of Main St","Barge w/ crew of 6. Found majority of fish @ structure (fallen trees). Crayfish found - thin in body."
42.6748,-72.09266,"9/5/2008","Millers River",91.40000153,15.80000019,"Barge Shocking",0,0,0,4,0,1,"N of Sibley Rd (Sand banks)","Barge w/ crew of 7. 5 trout (stocked) 4 BT & 1 RT. River has mix of fallen structure (trees), undercut banks & deep pools. Gravel bottom"
42.43365,-72.21649,"8/29/2008","UNT to East Branch Swift River (1)",91.40000153,10,"Backpack Shocking",4,9,0,0,0,0,"Rt 32A to Gate 40 Quabbin. 0.7mi W of Rt 32A","Backpack w/ rat tail. Water found in pools only. 13 wild EBTs found. Drop down pools sampled & plunge pool. CFR"
42.50875,-72.16731,"8/29/2008","Stony Brook",91.40000153,20.10000038,"Backpack Shocking",26,3,0,0,0,0,"Rt 101 crossing N (US)","Water sampled in standing pools, very little flow in brook. CFR"
42.54854,-72.15508,"8/27/2008","Popple Camp Brook",91.40000153,4.900000095,"Backpack Shocking",44,0,0,0,0,0,"Lincoln Rd crossing, N (US)","Backpack w/ rat tail. Multiple beaver dams. Breeched @ pond. Sampled area between multiple beaver dams. 44 wild EBTs 45-113mm. Vouchered GS had black grub. CFR"
42.48019,-72.22395,"8/26/2008","East Branch Fever Brook",91.40000153,10.69999981,"Backpack Shocking",0,2,0,0,0,0,"Camel Hump Rd crossing S","Backpack w/ 2 probes. 2 wild EBTs, no YOY. Multiple beaver dams above. Creek chubsuckers found. Frogs & crayfish present. Drop down pools to 1 large & long pool."
42.44122,-72.20982,"8/26/2008","UNT to East Branch Swift River (2)",NA,8.5,"Backpack Shocking",7,10,0,0,0,0,"Rt 32A Gate 40 crossing, ~300ft W of Rt 32A","Backpack w/ rat tail. Sample @ Gate 40 Quabbin. Wild EBTs. Mixture of cobble & long drop down pools. Excellent canopy. CFR"
42.4217,-72.20607,"8/25/2008","UNT to Pottapaug Pond",91.40000153,4.599999905,"Backpack Shocking",1,1,0,0,0,0,"Rt 32A crossing, E (US), just S of Barre Dana Rd","Backpack w/ 2 probes. Good rock & cobble w/ drop down pools. Sampled road crossing to old beaver pond (breeched). 2 wild EBT & BND - sm white tumors? CFR"
42.4226,-72.19554,"8/25/2008","UNT to Pottapaug Pond",91.40000153,5.199999809,"Backpack Shocking",14,3,0,0,0,0,"Along Dana Rd, just S of town line","Backpack w/ rattail. Cobble w/ gravel bottom. Drop down pools. 17 wild EBTs 62-144mm. CFR"
42.49868,-72.02697,"8/22/2008","UNT to Natty Pond Brook",100,3.683000088,"Backpack Shocking",45,3,0,0,0,0,"US New Templeton Rd North Crossing, ~1/4mi N of Natty Pond Br xing, swampy area","50 yds upstream from road crossing. Only EBT present, multiple age classes. Started sample above point where brook slipts into two."
42.42191,-71.80536,"8/13/2008","Scanlon Brook",74,2,"Backpack Shocking",4,0,0,0,0,0,"Crowley Rd crossing N (DS)","Backpack w/rat tail. Sampled first 30 m from confluence of Stillwater & sampled pools (only) up to road crossing (shallow fast water in between). CFR"
42.42167,-71.8056,"8/13/2008","Scanlon Brook",86,3,"Backpack Shocking",8,1,0,0,0,0,"Crowley Rd S (US)","Backpack w/ rat tail. Sampled area S of culvert along Crowley Rd to Rt 140. 9 wild EBTs 62-145mm. No other fish found. EBT vouchered - clipped dorsal fin."
42.36618,-71.83401,"8/7/2008","UNT to Quinapoxet River (2)",98,1,"Backpack Shocking",31,0,0,0,0,0,"Harris St immediately upstream of Quinapoxet R","Surveyed immediately upstream from Quinapoxet River, second survey to be done upstream at Harris St crossing. CFR"
42.36415,-71.83128,"8/4/2008","UNT to Quinapoxet River (2)",132,6,"Backpack Shocking",34,5,0,0,0,0,"Harris St downstream","Survey done immediately downstream ending at ramp (plunge pool) CFR"
42.35973,-71.81888,"8/7/2008","UNT to Quinapoxet River (2)",135,8,"Backpack Shocking",23,1,0,0,0,0,"Malden St downstream, 1/4 mi W of I-190","25 wild EBTs ranging 58-156. CFR"
42.60022,-72.1413,"8/5/2008","Hoyt Brook",63,3,"Backpack Shocking",60,2,0,0,0,0,"Colony Rd xing upstream (Royalston Rd end)","Immediately downstream, ponded area used for fire hydrant. CFR"
42.60965,-72.13162,"8/5/2008","Hoyt Brook",32,1,"Backpack Shocking",59,3,0,0,0,0,"Colony Rd xing nearest to Rt 68, downstream","Some sandy sediment small to medium cobble downstream of Colony Rd. EBT & BND vouchered. 63 EBT collected (148-45mm). CFR"
42.67477,-72.26558,"8/4/2008","Fish Brook",100,3,"Backpack Shocking",14,5,0,0,0,0,"Bliss Hill Rd @ Fish Brk WMA","Backpack w/ rat tail. 20 wild EBTs, mainly older brook trout. Only 1 young EBT. Rocky w/ drop down pools. Added site from ""07"" survey @ WMA. CFR"
42.71544,-72.23274,"8/4/2008","Tully Brook (2)",NA,3,"Backpack Shocking",6,10,0,0,0,0,"Falls Rd crossing, 3/4 mi S of NH state line","Backpack w/ 2 probes. Flow level higher than normal. Visibility fine. 16 wild EBTs 56-180mm. Rocky bottom w/ gravel. CFR"
42.6851,-72.21149,"8/4/2008","Boyce Brook",95,4,"Backpack Shocking",26,7,0,0,0,0,"Rt 68 crossing, 0.2mi W of Falls Rd","Backpack w/ rat tail. Rocky bottom w/ drop down pools. 33 wild EBTs 64-198mm. CFR"
42.1338,-71.60154,"7/22/2008","Tafft Pond Brook",110,4,"Backpack Shocking",36,8,0,0,0,0,"Gravel Pit Rd (access) off South St","Backpack w/ rat tail. Covered 100% of stream surveyed. 44 wild EBTs ranging 53-202mm. Long deep pools w/ riffles. Interesting tidbit - Site #1 no fish, Site #2 plenty of fish w/ wild EBTs.CFR"
42.08793,-71.53195,"7/22/2008","Spring Brook",70,2,"Backpack Shocking",7,1,0,0,0,0,"Providence St crossing","Backpack w/ rat tail. Water only in pools. Sampled 8 wild EBTs ranging 74-168mm. Good canopy w/ gravel bottom. Vouchered EBT mangled (tail torn from body but still attached, injury was fresh). Fish was alive when found in this condition. CFR"
42.07437,-71.70345,"7/16/2008","Wellman Brook",35,2,"Backpack Shocking",63,6,0,0,0,0,"Between N. Main St & Davis St","Backpack w/ rat tail. Covered 100% of stream surveyed. 69 wild EBTs netted, ranged between 45-193mm. Excellent canopy w/ long narrow pools. CFR"
42.20058,-71.79311,"7/16/2008","UNT to Blackstone Aqueduct",63,2,"Backpack Shocking",0,5,0,0,0,0,"McCracken Rd crossing","Backpack w/ rat tail. Surveyed pools only. Brook filled w/ fine sediment. 5 wild EBTs, no yoy fish or young age groups."
42.16584,-71.73016,"7/15/2008","Cold Spring Brook (2)",NA,2.5,"Backpack Shocking",12,5,1,3,0,0,"Below Boston Rd crossing, along Buttonwood Ave","Backpack. Covered 100% of area surveyed. Warm & coldwater species found. Wild EBTs 17 & wild BTs 4. crayfish present. Multiple long drop down pools. Excellent canopy. CFR"
42.17022,-71.7289,"7/2/2008","Cold Spring Brook (2)",NA,3.5,"Backpack Shocking",10,4,2,5,0,0,"Buttonwood Ave (along)","Backpack. Wild BT & wild EBTs. Crayfish present. Excellent stream w/ multiple pools, riffles & canopy. CFR"
42.11527,-71.70305,"6/30/2005","Cook Allen Brook",95,1,"Backpack Shocking",1,1,0,0,0,0,"off Mendon Rd (East of Rt 146 crossing) between Johnson Rd & Rt 146","Backpack w/ rat tail. Good canopy w/ multiple pools. 2 wild EBTs 135 & 157, released. CFR"
42.0864,-71.78103,"7/15/2008","UNT to Manchaug Pond",78,2,"Backpack Shocking",109,11,0,0,0,0,"Campground access, US of Lakeshore Dr","Backpack w/ rat tail. Covered 100% of stream sampled. Multiple age classes of EBTs (wild) #120, size 38mm-200. YB & WS caught on pond side of culvert. CFR"
42.37138,-71.92381,"6/19/2008","Worcester Brook",114,2,"Backpack Shocking",0,0,0,1,0,0,"Bond Rd xing downstream, just S of N. Main St","BT found at base of culvert to Bond Rd"
42.38992,-72.9165,"7/10/2008","Wards Stream",90,2,"Backpack Shocking",28,17,0,0,0,0,"off Radiker Rd across from Chucklebrook Farm","Approx 10m upstream of culvert of Radiker Rd. Downstream is a cow pasture. Unusual fish community. Very large native reproducing brook trout. Evidence of black spot on minnow species. Huge bite out of the back of a 10 inche brook trout. Top of site reforested - old apple orchard"
42.62415,-73.12368,"7/14/2008","Hoxie Brook",99,1.5,"Backpack Shocking",60,24,0,0,0,0,"Access off of Gilead Rd- downstream of dam","Site located immediately below Hall Brook dam. Downstream site. Nice healthy brook trout. Overcast day. Substrate mainly comprised of pebble, boulder, bedrock, cobble, & sand. Numerous trout. Mortality 3 fish."
42.62457,-73.12515,"7/14/2008","Hoxie Brook",58,2.5,"Backpack Shocking",51,22,0,0,0,0,"Upstream of Hall Bk Dam & below Gilead Rd culvert. Above Dam","Approx 3 meters below Gilead St. site immediately upstream of Hall Brook dam. Beaver lodge (small) present within site. Beaver was accidently shocked. Heavier fines than downstream of the dam. Wider BVW. Overcast day."
42.62933,-73.13441,"7/14/2008","Hoxie Brook",76,3,"Backpack Shocking",53,6,0,0,0,0,"Reference site for Hall bk dam removal - enter through housing development","Substrate comprised of cobble, pebble, sand, boulder & silt. No presence of bedrock. Brook trout only dominated stream. Some debris such as old cars off in the riparian areas. Brook trout are more cigar like in shape. 2 mortalities."
42.36118,-73.33595,"7/15/2008","Lenox Mountain Brook",78,3,"Backpack Shocking",41,4,0,0,0,0,"US of Lenox Rd xing, off Turkey Trott Rd - parked US of Lenox Rd","Stream seems a little unstable in the channel immediately above the Lenox Rd culvert. Bottom of site was upstream of the braided channel section the flows through a skunk cabbage & fern wetland. Substrate contains mainly sand, pebble, gravel, & cobble with the occasional exposed clay & boulders"
42.03855,-72.85977,"7/16/2008","East Branch Salmon Brook",103,2,"Backpack Shocking",9,1,0,0,0,0,"off of rd headed towards Quarry - off of Rt 189.","Fish kill occurred recently before sample took place. Rockwood Farm. Most fish looked freshly dead. Only species present are brook trout & blacknose dace. Talked with owner of farm currently being investigated by DEP for silver sheen mold growth beggotia. All fish dead but one."
42.50883,-72.78292,"7/17/2008","Creamery Brook",117,2,"Backpack Shocking",49,3,0,0,0,0,"East of (near) Brier Hill Rd, DS of Creamery Rd","Surveyed behind the new location of Ashfield old town hall. Some vegetation along river right has been cleared. Nice LWD pool complex & large boulder pool where the LNS was found. Substrate is comprised of sand, gravel, pebble, cobble, silt, boulder. CFR"
42.51928,-72.78162,"7/17/2008","South River",65,3,"Backpack Shocking",19,3,0,0,0,0,"S of Emmet Rd & next to Rt 116","Stream is rather silty, Numerous slimy sculpin, difficult to see in silty water and were hard to catch. Overall two nice large pools and some LWD. Substrate comprised of sand, gravel, pebble, silt, cobbl e& boulder. Partly cloudy day. CFR"
42.08601,-73.41511,"7/18/2008","Race Brook",80,1.5,"Backpack Shocking",64,10,0,0,0,0,"Off of 41 parked at Tavern, US of Rt 41 xing","Lower portion of stream near Rt 41. Road crossing is dry; however if you walk upstream, water is flowing very well. Excellent brook trout stream, cold water. Nice pools that are deep & some that have LWD. Substrate composed of boulder, cobble, silt & gravel. Warm & sunny. CFR"
42.52433,-72.99641,"7/22/2008","UNT to Windsor Jambs Br",84,4,"Backpack Shocking",28,3,0,0,0,0,"Bush Cemetary Rd, US of Lower Rd","Near clear cut area of pine plantation. Some siltation in stream. Boulder, cobble, gravel, & sand with some exposed bedrock. Stream is small, surveyed stream before confluence with Windsor Jamb Brook. Overcast day. CFR"
